Unnamed: 0,age,gender,year_in_school,major,monthly_income_idr,financial_aid_idr,tuition_idr,housing_idr,food_idr,transportation_idr,books_supplies_idr,entertainment_idr,personal_care_idr,technology_idr,health_wellness_idr,miscellaneous_idr,preferred_payment_method
965,24,Non-binary,Sophomore,Economics,7710000,2370000,45585000,7590000,5415000,1260000,2370000,1980000,735000,1560000,2385000,1485000,Cash
966,19,Male,Junior,Engineering,15225000,7395000,81525000,12405000,5535000,2205000,1815000,1305000,735000,4335000,1815000,1110000,Mobile Payment App
967,18,Male,Junior,Computer Science,11145000,1560000,52395000,10890000,3345000,1575000,1440000,1095000,555000,4125000,2370000,1125000,Mobile Payment App
968,21,Male,Sophomore,Engineering,13695000,1050000,62745000,10710000,4020000,1320000,2970000,1305000,465000,1035000,585000,2655000,Cash
969,24,Non-binary,Junior,Engineering,17130000,14190000,71220000,13005000,3960000,2490000,1875000,1485000,1035000,4305000,1260000,2025000,Credit/Debit Card
970,25,Female,Senior,Psychology,13020000,10050000,49110000,6645000,4620000,1800000,915000,1050000,1440000,1290000,2985000,1905000,Mobile Payment App
971,19,Non-binary,Sophomore,Engineering,21960000,255000,59085000,7350000,5355000,1305000,1965000,1455000,1005000,2520000,1305000,2025000,Credit/Debit Card
972,21,Female,Senior,Psychology,18900000,9255000,60900000,11985000,3660000,930000,2895000,1605000,930000,4275000,2700000,1950000,Cash
973,19,Male,Junior,Computer Science,19890000,12255000,81765000,6795000,2580000,1305000,930000,1680000,1050000,3300000,1395000,480000,Cash
974,18,Female,Senior,Computer Science,18285000,10065000,62280000,10500000,5025000,2280000,4440000,1470000,1290000,1155000,1230000,405000,Cash
975,19,Non-binary,Freshman,Computer Science,15570000,12345000,78165000,8640000,3105000,1380000,3945000,810000,390000,4050000,1845000,2475000,Credit/Debit Card
976,25,Male,Junior,Biology,21270000,7650000,57480000,14640000,5550000,1755000,3270000,1335000,1335000,4245000,2775000,900000,Mobile Payment App
977,18,Female,Junior,Engineering,20775000,195000,65760000,10170000,3795000,1785000,1140000,1695000,750000,3435000,1110000,2535000,Mobile Payment App
978,23,Female,Freshman,Computer Science,8295000,1770000,75450000,14400000,4560000,2025000,3180000,1575000,810000,2205000,1770000,2745000,Mobile Payment App
979,20,Male,Senior,Economics,15195000,3405000,61785000,12075000,5490000,930000,2865000,2025000,900000,1260000,2265000,2580000,Mobile Payment App
980,18,Non-binary,Senior,Engineering,15285000,8835000,80355000,12420000,3705000,975000,1680000,870000,1380000,2550000,450000,1890000,Mobile Payment App
981,24,Non-binary,Junior,Computer Science,10035000,105000,66915000,12420000,3990000,885000,900000,1935000,405000,1965000,1125000,2475000,Credit/Debit Card
982,19,Female,Freshman,Computer Science,13995000,10470000,62340000,11700000,5565000,1200000,3525000,1260000,1230000,4035000,750000,2550000,Mobile Payment App
983,20,Female,Junior,Psychology,17490000,10065000,48660000,7920000,2460000,1755000,3570000,1905000,840000,3645000,1260000,1620000,Cash
984,25,Non-binary,Freshman,Economics,17955000,9780000,66360000,9555000,3720000,2790000,2790000,1230000,870000,3810000,1740000,405000,Mobile Payment App
985,19,Female,Senior,Biology,14595000,10425000,70635000,8325000,1710000,1395000,2850000,1815000,1050000,2850000,1935000,2670000,Cash
986,23,Female,Junior,Computer Science,20715000,10440000,65805000,9690000,2565000,2130000,1455000,1635000,1245000,3240000,1320000,2850000,Cash
987,22,Male,Junior,Psychology,16230000,3315000,67860000,7995000,4140000,1965000,3630000,1635000,315000,3255000,735000,2730000,Credit/Debit Card
988,23,Male,Senior,Engineering,17400000,2520000,50925000,12150000,1575000,2730000,765000,390000,960000,4185000,1110000,1575000,Cash
989,22,Female,Junior,Computer Science,15165000,11295000,52845000,7125000,5880000,2805000,4470000,1485000,1095000,1875000,1395000,465000,Cash
990,20,Non-binary,Senior,Psychology,21180000,2325000,83640000,6645000,4575000,1785000,2040000,1800000,615000,4350000,450000,1365000,Mobile Payment App
991,24,Non-binary,Junior,Psychology,20865000,3885000,53580000,11325000,2040000,825000,1290000,930000,990000,2805000,2295000,345000,Cash
992,20,Male,Freshman,Economics,19395000,10080000,84525000,6525000,5835000,2880000,1305000,345000,960000,1005000,1155000,2055000,Credit/Debit Card
993,20,Male,Freshman,Psychology,20700000,8910000,54870000,11085000,4155000,2805000,1380000,2160000,1035000,4245000,1020000,315000,Mobile Payment App
994,22,Male,Senior,Psychology,11460000,4290000,81450000,8835000,5805000,915000,1020000,690000,1440000,1290000,690000,1275000,Mobile Payment App
995,22,Female,Senior,Biology,20190000,7800000,55320000,14535000,2280000,2910000,2265000,630000,570000,3780000,975000,2445000,Cash
996,19,Female,Senior,Biology,21105000,8400000,50700000,7620000,3975000,780000,3090000,600000,1470000,4110000,1260000,2025000,Mobile Payment App
997,20,Male,Junior,Economics,14355000,5895000,52455000,10845000,5085000,2085000,1035000,1680000,690000,4260000,855000,420000,Mobile Payment App
998,22,Non-binary,Senior,Economics,17610000,9180000,54735000,8145000,3555000,1845000,3000000,1935000,1350000,2850000,1515000,975000,Mobile Payment App
999,24,Non-binary,Sophomore,Computer Science,8115000,9600000,89475000,9135000,4050000,2865000,3225000,2085000,645000,4215000,1320000,2175000,Cash
